N1,N2,D,C_real1,C_real2
0.0,0.0,1.0,400.0,400.0
0.0,0.0,1.0,401.1239779589575,399.8680857671991
0.0,0.0,1.0,399.4837072545187,400.51686552218047
0.0,0.0,1.0,399.135284202081,398.76586818656756
0.0,0.0,1.0,398.551568355764,398.1958227256824
0.0,0.0,1.0,397.6993769581022,398.2526347747212
0.0,0.0,1.0,395.48568386193574,398.01102806247263
0.0,0.0,1.0,396.56683458031324,398.89340794806964
0.0,0.0,1.0,397.72675221888034,400.0291648268307
0.0,0.0,1.0,399.2486243088505,398.9101964287671
0.0,0.0,1.0,400.1056945084869,397.0656877961815
0.0,0.0,1.0,399.50091998618115,395.1955344365042
0.0,0.0,1.0,400.5561231600797,396.6017697779541
0.0,0.0,1.0,400.34997119818206,398.4277836980289
0.0,0.0,1.0,399.6698019011476,398.60217602667353
0.0,0.0,1.0,399.8275938128054,397.55905487492436
0.0,0.0,1.0,400.2678996629996,399.53487436609475
0.0,0.0,1.0,399.2388769909168,400.44126299897385
0.0,0.0,1.0,399.0959072227546,402.2041511186822
0.0,0.0,1.0,399.5935677864034,402.8469944273754
0.0,0.0,1.0,400.24315289286716,403.05305087502654
0.0,0.0,1.0,398.8440230866317,404.39863702984775
0.0,0.0,1.0,397.49124918917454,404.5706652054116
0.0,0.0,1.0,398.1436654806926,403.6634850130265
0.0,0.0,1.0,398.317125694539,404.77586304217954
0.0,0.0,1.0,398.3189102127845,403.8149218049591
0.0,0.0,1.0,395.4289384089592,402.7853078741529
0.0,0.0,1.0,394.90716123128544,402.2263752513056
0.0,0.0,1.0,394.02428955399097,402.5695429352472
0.0,0.0,1.0,393.5400713155265,402.4206909319998
0.0,0.0,1.0,394.3169299075808,401.52805533739826
0.0,0.0,1.0,394.10269099699053,403.6625627368512
0.0,0.0,1.0,395.0663923418202,402.31313167670265
0.0,0.0,1.0,395.06138019244077,402.8421955459132
0.0,0.0,1.0,396.36970861554266,402.94777092587015
0.0,0.0,1.0,395.8942386481855,402.1723699120577
0.0,0.0,1.0,396.601514866573,402.4522169242746
0.0,0.0,1.0,396.136429288982,402.225776933769
0.0,0.0,1.0,395.7787937692816,402.91643900323743
0.0,0.0,1.0,395.1528649499519,403.3583931289341
0.0,0.0,1.0,396.0779114790052,403.7934460052905
0.0,0.0,1.0,395.30327450960095,405.08076521838075
0.0,0.0,1.0,394.69649046168666,405.4300110654742
0.0,0.0,1.0,394.02378166322427,403.60337729679065
0.0,0.0,1.0,394.3401331640851,403.83540384247027
0.0,0.0,1.0,394.3485397331317,404.05299175500824
0.0,0.0,1.0,393.78587119403045,403.2537615960222
0.0,0.0,1.0,393.7119398165383,405.1132851923082
0.0,0.0,1.0,394.62221539507914,404.5154540257884
0.0,0.0,1.0,395.26258469286347,403.9683682310953
0.0,0.0,1.0,394.87725571368605,404.76725613753973
0.0,0.0,1.0,394.42982123286754,403.01912366124964
0.0,0.0,1.0,393.607738144043,403.06139308229007
0.0,0.0,1.0,393.8325752584923,404.25614333872045
0.0,0.0,1.0,393.2101031889055,404.9227245676517
0.0,0.0,1.0,393.7390896530596,404.69869866478354
0.0,0.0,1.0,394.66994317134686,405.1192411268244
0.0,0.0,1.0,393.88863046663533,406.1130915099093
0.0,0.0,1.0,392.760621535844,406.07978812424665
0.0,0.0,1.0,392.8729882914544,406.411895106584
0.0,0.0,1.0,392.2558138773656,406.2794194037516
0.0,0.0,1.0,392.23275900274183,407.1809141192363
0.0,0.0,1.0,391.554847739989,407.14445112108757
0.0,0.0,1.0,391.4218434995552,405.7376787562637
0.0,0.0,1.0,394.22805989824127,405.5789629642335
0.0,0.0,1.0,392.8291160191535,406.9027703883123
0.0,0.0,1.0,391.86750114515064,407.168691439081
0.0,0.0,1.0,392.85385084196554,406.41119892568935
0.0,0.0,1.0,392.53150875875883,405.7734049432051
0.0,0.0,1.0,392.51549930724485,404.063018508969
0.0,0.0,1.0,391.3932849454502,403.8601320372297
0.0,0.0,1.0,392.5625844733321,404.43272754939113
0.0,0.0,1.0,394.40475014975004,405.0591018939121
0.0,0.0,1.0,393.9786153401253,404.859306524716
0.0,0.0,1.0,392.0396306253636,403.8245537475128
0.0,0.0,1.0,391.1398553794914,404.0366003739586
0.0,0.0,1.0,391.92187702070834,403.41438827496563
0.0,0.0,1.0,391.4556964968437,401.8154673769046
0.0,0.0,1.0,391.4571349685932,402.0353674163099
0.0,0.0,1.0,392.0321167259622,401.221070038373
0.0,0.0,1.0,394.1410435502146,402.39689342843747
0.0,0.0,1.0,394.1345158832486,401.83292666268915
0.0,0.0,1.0,393.90168329298564,401.95579329332384
0.0,0.0,1.0,393.97533573903394,402.40917977033223
0.0,0.0,1.0,394.83551424504327,403.73844153293305
0.0,0.0,1.0,396.061136617209,403.57124546180836
0.0,0.0,1.0,396.5092209931202,403.1297985878188
0.0,0.0,1.0,395.9750244236546,404.9930164025984
0.0,0.0,1.0,395.57645470627955,406.9079571696838
0.0,0.0,1.0,395.2949056429492,407.05602975311376
0.0,0.0,1.0,396.45606771890226,406.972935216215
0.0,0.0,1.0,396.9034036711265,406.62590470141265
0.0,0.0,1.0,396.4753000083494,406.359766857657
0.0,0.0,1.0,395.8794415341621,407.8947648620658
0.0,0.0,1.0,395.77475284071596,409.4978110546487
0.0,0.0,1.0,393.15439517612697,409.37239237772224
0.0,0.0,1.0,393.8206527206273,408.93636345449863
0.0,0.0,1.0,395.00950758009003,409.4404987868109
0.0,0.0,1.0,394.81120794518745,409.7324574640598
0.0,0.0,1.0,397.7024103259674,409.83697360383024
0.0,0.0,1.0,398.0375899586126,409.24821423221704
0.0,0.0,1.0,398.2016442126836,407.8191087624947
0.0,0.0,1.0,398.0312910392854,410.15844801089315
0.0,0.0,1.0,399.12924994012957,410.64627923062665
0.0,0.0,1.0,400.2473845585617,412.3671883303457
0.0,0.0,1.0,400.83847388535156,414.25134705078943
0.0,0.0,1.0,401.89703642284485,414.2027550677293
0.0,0.0,1.0,403.5892880036553,411.62926843183607
0.0,0.0,1.0,402.9649037197145,411.7198124540637
0.0,0.0,1.0,402.00921474165835,411.3870813735498
0.0,0.0,1.0,401.34122341081905,410.56092215469766
0.0,0.0,1.0,404.0339533640612,411.0290602415762
0.0,0.0,1.0,403.9201957250975,412.1780920515397
0.0,0.0,1.0,403.6248811033226,412.87993455630476
0.0,0.0,1.0,403.9222492330806,414.3123836375736
0.0,0.0,1.0,402.4445832016967,414.8623799415933
0.0,0.0,1.0,402.53140597871027,413.4808190871312
0.0,0.0,1.0,403.55995001192315,412.4051361981839
0.0,0.0,1.0,405.1266737649599,412.73126764499506
0.0,0.0,1.0,405.7460181009591,412.61999555917936
0.0,0.0,1.0,406.56504371394925,410.564357055561
0.0,0.0,1.0,406.5416957835241,409.7772409615893
0.0,0.0,1.0,406.7265542086656,409.5831018859945
0.0,0.0,1.0,407.24251943361907,408.60143825617473
0.0,0.0,1.0,408.97316942118437,410.7881393877003
0.0,0.0,1.0,408.6304699587805,410.6111626140705
0.0,0.0,1.0,408.7887686290307,411.7158828559716
0.0,0.0,1.0,410.5541307668216,410.3340491109008
0.0,0.0,1.0,409.7806882327391,409.11690425897507
0.0,0.0,1.0,408.5211303804118,407.3409208261708
0.0,0.0,1.0,408.7559988899674,406.0718885697125
0.0,0.0,1.0,410.1276524482913,406.8893973685393
0.0,0.0,1.0,408.94570431074567,405.7561716158126
0.0,0.0,1.0,408.1988153751309,407.0701134908668
0.0,0.0,1.0,407.2261129146025,405.47062499090316
0.0,0.0,1.0,407.0681217868357,405.76213110883333
0.0,0.0,1.0,406.30471187588256,407.2952605479093
0.0,0.0,1.0,406.45069703302613,407.63877037159835
0.0,0.0,1.0,405.4985226638813,407.48434017009544
0.0,0.0,1.0,405.25972459144566,405.0996323711725
0.0,0.0,1.0,405.4684699420628,403.2283468595046
0.0,0.0,1.0,405.35743323501146,401.7062028421021
0.0,0.0,1.0,407.2963572555424,402.0072371954585
0.0,0.0,1.0,408.047740598587,402.8966656805779
0.0,0.0,1.0,406.6020206848215,400.57193848790047
0.0,0.0,1.0,406.17280921348515,401.461112165988
0.0,0.0,1.0,406.17078041715547,402.22509890028005
0.0,0.0,1.0,407.01445671575664,400.6997198839069
0.0,0.0,1.0,407.19629211505554,402.6563301872468
0.0,0.0,1.0,406.517361442034,400.5878671048928
0.0,0.0,1.0,406.18710351777213,400.11497332660423
0.0,0.0,1.0,406.5120707746051,399.22144960506085
0.0,0.0,1.0,406.5043774238977,397.01643931206524
0.0,0.0,1.0,407.25982634038445,398.64900805926175
0.0,0.0,1.0,408.447945477309,397.1549183617731
0.0,0.0,1.0,408.63929316831343,394.2147536841761
0.0,0.0,1.0,408.7914472386208,394.23861466097264
0.0,0.0,1.0,407.6623260023262,394.67028524281415
0.0,0.0,1.0,407.6841065632234,395.6910330224433
0.0,0.0,1.0,407.69495418166053,395.9918938473252
0.0,0.0,1.0,405.63328730072845,394.8934627946586
0.0,0.0,1.0,405.0718146218574,395.2679793659595
0.0,0.0,1.0,404.9884582400466,396.84083041589673
0.0,0.0,1.0,404.0426574136258,396.64940064897525
0.0,0.0,1.0,404.23635892152777,396.46890155529036
0.0,0.0,1.0,404.66761718714514,395.95208195369275
0.0,0.0,1.0,406.0170736809739,395.69408213697784
0.0,0.0,1.0,407.0417304611867,395.72939983687644
0.0,0.0,1.0,408.42649561753433,394.396474061548
0.0,0.0,1.0,408.81549273521904,394.0493535766305
0.0,0.0,1.0,408.91318449129636,395.33289505245176
0.0,0.0,1.0,407.63903189617156,394.0822299208819
0.0,0.0,1.0,406.52472385891167,394.4267397265683
0.0,0.0,1.0,404.53880627725397,394.60814216345943
0.0,0.0,1.0,403.1835017890564,393.54629127108177
0.0,0.0,1.0,402.7656077959853,394.02465820764763
0.0,0.0,1.0,402.09683508060084,393.6231185363493
0.0,0.0,1.0,402.0226909545566,393.44688359382235
0.0,0.0,1.0,399.31497164446165,393.1159373135741
0.0,0.0,1.0,399.4095912241825,394.31759764484417
0.0,0.0,1.0,401.4642709328266,395.07033072912117
0.0,0.0,1.0,401.5207596675249,394.18015169489524
0.0,0.0,1.0,401.58626758251285,395.0470803825493
0.0,0.0,1.0,402.8264645615744,394.24151676147966
0.0,0.0,1.0,403.01961469400175,395.14435697082683
0.0,0.0,1.0,404.8343446169955,395.473569627772
0.0,0.0,1.0,404.21938965415393,394.8528025037637
0.0,0.0,1.0,403.79772142189813,394.27902692099235
0.0,0.0,1.0,404.5663395793232,395.4350991091583
0.0,0.0,1.0,405.22178818387783,396.6966719896371
0.0,0.0,1.0,404.68884031120206,397.1274094800929
0.0,0.0,1.0,404.2330883878204,397.2149131692277
0.0,0.0,1.0,405.3938759869502,397.22765597739146
0.0,0.0,1.0,403.44734542749035,397.0172417721147
0.0,0.0,1.0,402.6821424400252,395.55370903610606
0.0,0.0,1.0,401.85083177089905,396.58174104720473
0.0,0.0,1.0,403.5034530341685,396.14453579880285
0.0,0.0,1.0,404.4527011836957,397.38132575501675
0.0,0.0,1.0,403.225411260526,397.38195030148717
0.0,0.0,1.0,403.1319855746486,397.59419107189217
0.0,0.0,1.0,401.4907012011967,397.28168974613845
0.0,0.0,1.0,402.52574098909554,398.58508850026533
0.0,0.0,1.0,404.3188228900288,398.269197192493
0.0,0.0,1.0,406.1229431404053,398.9616693088652
0.0,0.0,1.0,404.6711816981919,399.7395696786693
0.0,0.0,1.0,404.2483407772662,400.2630455588138
0.0,0.0,1.0,404.0816931935386,401.4677370458211
0.0,0.0,1.0,404.2767665594406,401.16347736764726
0.0,0.0,1.0,405.1772695005683,401.40255831247447
0.0,0.0,1.0,404.6862765861583,402.659171770962
0.0,0.0,1.0,404.2074344844337,401.98235204181805
